"[Code]|[ETSNGClass]|[ETSNGID]|[GNG2004]|[MVN]|[Name]" 
542135|2|3393|23011000|52|Мука кормовая мясная
542149|2|3394|23011000|52|Мука кормовая мясокостная
542154|2|3395|23012000|52|Мука кормовая рыбная
542169|2|3396|23011000|52|Мука кровяная
542173|2|3397|23080090|52|Отходы кормовые семян сахарной свеклы
542188|2|3398|23080090|52|Отходы пищевой промышленности,не поименованные в алфавите
542192|2|3399|23099000|52|Полуфабрикат костный для животных кормов
542205|2|3400|14049000|52|Скорлупа орехов и плодовых косточек
542215|2|3401|09019000|52|Шелуха
542224|2|3402|23069000|52|Шрот кормовой,не поименованный в алфавите
542239|2|3403|23069000|52|Шрот,содержащий не более 1.5 % масла и не более 11 % влаги
542243|2|3404|23011000|52|Преципитат кормовой
542258|2|3405|23069000|52|Жмыхи,содержащие более 1.5 % масла и не более 11 % влаги
542262|2|3406|23012000|52|Мука рыбная (отходы рыбные),нестабилизированная
542277|2|3407|23099000|52|Концентрат кормовой комплексный КМБ-12
551007|2|3408|04010000|20|Молоко
551011|2|3409|04012000|20|Молоко всякое,не поименованное в алфавите
551026|2|3410|04011000|20|Молоко обезжиренное (обрат)
552001|2|3411|99999900|20|Молочные продукты
552014|2|3412|04069099|20|Брынза
552029|2|3413|04039000|20|Кефир
552033|2|3414|04039000|20|Кумыс
552048|2|3415|21050010|20|Мороженое
552052|2|3416|04039000|20|Пахта
552067|2|3417|04039000|20|Простокваша
552071|2|3418|04013000|20|Сливки свежие
552086|2|3419|04039000|20|Сливки,не поименованные в алфавите
552090|2|3420|04039000|20|Сметана
552103|2|3421|04041000|20|Сыворотка молочная
552118|2|3422|04049000|20|Продукты молочные,не поименованные в алфавите
552122|2|3423|04061080|20|Творог
553002|2|3424|04050000|42|Масло животное. сыр
553017|2|3425|04059090|42|Масло животное,не поименованное в алфавите
553021|2|3426|04051090|42|Масло сливочное (в том числе с наполнителями)
553036|2|3427|04059090|42|Масло топленое
553040|2|3428|04069000|42|Сыр
554005|2|3429|15170000|42|Продукция маргариновая и саломас
554017|2|3430|15179000|42|Жиры для хлебопекарной промышленности
554024|2|3431|15179000|42|Жиры кондитерские
554039|2|3432|15179000|42|Жиры кулинарные
554043|2|3433|15171000|42|Маргарин
554058|2|3434|15179000|42|Продукция маргариновая,не поименованная в алфавите
554062|2|3435|15179000|42|Саломас нерафинированный для маргариновой промышленности
554077|2|3436|15179000|42|Саломас пищевой
554081|2|3437|15030030|42|Саломас технический
555008|2|3438|04070000|18|Яйца
555012|2|3439|04070030|18|Яйца птицы
555027|2|3440|04070090|18|Яйца,не поименованные в алфавите
556000|2|3441|15150000|31|Масло растительное и его фракции
556015|2|3442|15159000|31|Масло абрикосовое
556022|2|3443|15081000|31|Масло арахисовое
556034|2|3444|15159000|31|Масло бобовое
556049|2|3445|15149190|31|Масло горчичное
556053|2|3446|15159000|31|Масло из какаовеллы
556068|2|3447|15159000|31|Масло из плодов,орехов миндаля
556072|2|3448|15153000|31|Масло касторовое
556087|2|3449|15159000|31|Масло кедровое
556091|2|3450|15131199|31|Масло кокосовое
556104|2|3451|15159000|31|Масло конопляное
556119|2|3452|15159000|31|Масло кориандровое не эфирное
556123|2|3453|15152190|31|Масло кукурузное
556138|2|3454|15155000|31|Масло кунжутное
556142|2|3455|15151100|31|Масло льняное
556157|2|3456|15159000|31|Масло маковое
556161|2|3457|15091000|31|Масло оливковое
556176|2|3458|15159000|31|Масло ореховое техническое
556180|2|3459|15111000|31|Масло пальмовое
556195|2|3460|15119000|31|Масло пальмоядровое
556208|2|3461|15121191|31|Масло подсолнечное
556212|2|3462|15100090|31|Масло прованское
556227|2|3463|15141100|31|Масло рапсовое
556231|2|3464|15159000|31|Масло рыжиковое
556246|2|3465|15121999|31|Масло сафоровое
556250|2|3466|15071000|31|Масло соевое
556265|2|3467|15159000|31|Масло сурепное
556275|2|3468|15159000|31|Масло тахинное
556284|2|3469|15154000|31|Масло тунговое
556299|2|3470|15122100|31|Масло хлопковое
556301|2|3471|15159000|31|Масла растительные,пищевые,не поименованные в алфавите
556316|2|3472|15220031|31|Остатки растительных масел,не поименованные в алфавите
556320|2|3473|15220031|31|Соапстоки светлых масел
556335|2|3474|15220031|31|Соапстоки темных масел
561009|2|3475|99999900|21|Мясо и субпродукты
561013|2|3476|02042100|21|Баранина
561028|2|3477|02023000|21|Говядина в блоках
561032|2|3478|02021000|21|Говядина мороженая
561047|2|3479|02011000|21|Говядина охлажденная
561051|2|3480|02050011|21|Конина
561066|2|3481|02061099|21|Ливер (легкое,печень,сердце)
561070|2|3482|02089095|21|Мясо диких животных
561085|2|3483|02089040|21|Мясо дичи (птицы дикой)
561098|2|3484|02089095|21|Мясо домашних животных во всяком виде,кроме консервов
561102|2|3485|02070000|21|Мясо птицы домашней
561117|2|3486|02031900|21|Свинина в блоках
561121|2|3487|02032190|21|Свинина мороженая
561136|2|3488|02031190|21|Свинина охлажденная
561140|2|3489|02061099|21|Субпродукты мясные,не поименованные в алфавите
562001|2|3490|99999900|27|Изделия колбасные,копчености и полуфабрикаты мясные
562016|2|3491|16024950|27|Бекон соленый и копченый
562020|2|3492|16010091|27|Изделия колбасные
562035|2|3493|16029000|27|Копчености мясные
562040|2|3494|02109939|27|Мясо морских животных всякое
562054|2|3495|16029000|27|Мясопродукты,не поименованные в алфавите
562069|2|3496|16029000|27|Пельмени
562073|2|3497|16029000|27|Полуфабрикаты мясные замороженные
563004|2|3498|99999900|31|Жиры и сало животных и птиц
563019|2|3499|15010090|31|Жир гусиный
563023|2|3500|15060000|31|Жир костный
563038|2|3501|15020090|31|Жиры животные пищевые: бараний,говяжий,свиной и других животных
563042|2|3502|15010011|31|Жиры животные технические
563057|2|3503|02090011|31|Сало свиное соленое и копченое (шпик)
563061|2|3504|02090000|31|Сало животное пищевое сырое и топленое
563076|2|3505|15020090|31|Жир животный кормовой
563080|2|3506|15010011|31|Жир микробный технический
564007|3|3507|99999900|21|Отходы мясной промышленности
564011|3|3508|35029000|21|Альбумин
564026|3|3509|05079000|21|Корнит (прессованная роговая стружка)
564030|3|3510|05069000|21|Кость для производства желатина
564045|3|3511|05069000|21|Кость пищевая
564056|3|3512|05119910|21|Мездра
564064|3|3513|05040000|21|Оболочка колбасная белковая
564079|3|3514|05110000|21|Отходы мясные,не поименованные в алфавите
564083|3|3515|05079000|21|Рога,копыта
564098|3|3516|05100000|21|Сырье эндокринное
571000|2|3517|03010000|18|Рыба живая,мальки,рыбки для аквариумов
571015|2|3518|03027000|18|Икра рыбы живая
571027|2|3519|03019100|18|Мальки
571034|2|3520|03019100|18|Рыба живая
571049|2|3521|03011000|18|Рыбки для аквариумов
572003|2|3522|99999900|50|Рыба свежая,охлажденная и свежемороженая. отходы рыбные. ракообразные и моллюски
572018|2|3523|16041900|50|Изделия кулинарные рыбные
572022|2|3524|03061400|50|Крабы
572037|2|3525|03061300|50|Креветки
572041|2|3526|03079900|50|Моллюски
572056|2|3527|03061200|50|Омары
572060|2|3528|05119100|50|Отходы от рыб,не поименованные в алфавите
572075|2|3529|03061910|50|Раки пресноводные
572080|2|3530|03037900|50|Рыба свежемороженая
572094|2|3531|03026900|50|Рыба свежая и охлажденная,не поименованная в алфавите
572107|2|3532|16041210|50|Рыба,не поименованная в алфавите
572111|2|3533|03079900|50|Трепанги
572126|2|3534|03071000|50|Устрицы
572130|2|3535|03041011|50|Филе рыбное
573006|2|3536|99999900|50|Рыбопродукты соленые,копченые,сушеные
573010|2|3537|03054980|50|Балыки
573025|2|3538|03055990|50|Вобла вяленая,копченая и соленая
573032|2|3539|05119110|50|Вязига
573044|2|3540|16043010|50|Икра рыб пищевая
573059|2|3541|16042090|50|Пельмени рыбные
573063|2|3542|03055990|50|Рыба вяленая,копченая,не поименованная в алфавите
573078|2|3543|03056900|50|Рыба маринованная
573082|2|3544|03056900|50|Рыба соленая,кроме сельди
573097|2|3545|03055900|50|Рыба сушеная
573109|2|3546|03054200|50|Сельдь копченая
573114|2|3547|03056100|50|Сельдь соленая
573129|2|3548|03054900|50|Теша
573133|2|3549|03053090|50|Фарш рыбный кормовой
574009|3|3550|99999900|51|Жир рыбий,китовый и морского зверя
574013|3|3551|15220039|51|Гракс (остатки жиротопления)
574028|3|3552|15043000|51|Жир китовый всякий
574032|3|3553|15042010|51|Жир рыбий всякий
574047|3|3554|15043000|51|Жир морских млекопитающих и рыб,ветеринарный
574051|3|3555|15043000|51|Жир морских млекопитающих и рыб,технический
574066|3|3556|15219010|51|Жир спермацетовый
574070|3|3557|15043000|51|Жир морского зверя: моржовый,тюлений и др.,не поименованный в алфавите
581002|2|3558|99999900|40|Консервы всякие. фрукты,ягоды,овощи и грибы моченые,соленые,квашеные,маринованные и сульфитированные
581017|2|3559|20079939|40|Варенье
581021|2|3560|20054000|40|Горошек зеленый консервированный
581036|2|3561|20019050|40|Грибы маринованные и соленые
581040|2|3562|20084091|40|Груши моченые
581055|2|3563|20071000|40|Джемы
581066|2|3564|20059080|40|Капуста квашеная
581074|2|3565|20060000|40|Компоты
581089|2|3566|16054000|40|Консервы из раков,ракообразных и моллюсков
581093|2|3567|04020000|40|Консервы молочные
581106|2|3568|20019000|40|Консервы овощные
581110|2|3569|16041900|40|Консервы рыбные
581125|2|3570|20060000|40|Консервы фруктовые
581132|2|3571|-|40|Консервы яичные
581144|2|3572|20071000|40|Конфитюры
581159|2|3573|20019000|40|Коренья огородные и полевые маринованные и соленые
581163|2|3574|21039090|40|Майонез
581178|2|3575|20057090|40|Маслины (оливки) консервированные
581182|2|3576|04081900|40|Меланж яичный
581197|2|3577|04029900|40|Молоко сгущенное,в том числе с какао и кофе
581209|2|3578|04021000|40|Обрат сгущенный
581214|2|3579|20019000|40|Овощи маринованные,моченые,пастеризо-ванные,соленые,не поименованные в алфавите
581229|2|3580|20011000|40|Огурцы маринованные и соленые
581233|2|3581|20029000|40|Паста и пюре томатные
581248|2|3582|20071000|40|Повидло фруктовое и ягодное
581252|2|3583|20021090|40|Помидоры (томаты) моченые и соленые
581267|2|3584|16041998|40|Пресервы рыбные (в том числе сельдь специального баночного посола)
581271|2|3585|20089298|40|Пульпа плодовая и ягодная
581286|2|3586|20059000|40|Пюре из овощей
581290|2|3587|20089928|40|Пюре плодовые и ягодные
581303|2|3588|17020000|40|Сиропы всякие
581318|2|3589|21039090|40|Соусы всякие
581322|2|3590|20059070|40|Тыква моченая и соленая
581337|2|3591|20019000|40|Яблоки моченые,маринованные,сульфитированные
581341|2|3592|20060000|40|Ягоды и фрукты в сиропе,моченые,маринованные,сульфитированные
581356|2|3593|16029069|40|Консервы мясные и мясорастительные
582005|2|3594|99999900|31|Фрукты и ягоды сушеные
582019|2|3595|08043000|31|Ананасы сушеные
582024|2|3596|08062000|31|Виноград сушеный всякий
582039|2|3597|08134000|31|Вишни сушеные
582043|2|3598|08134030|31|Груши сушеные
582058|2|3599|08134000|31|Дыни сушеные
582062|2|3600|08042090|31|Инжир (ягоды винные,смоква) сушеный
582077|2|3601|08062000|31|Кишмиш
582081|2|3602|08135099|31|Компот из сухих фруктов и ягод
582096|2|3603|08131000|31|Курага (сухофрукты)
582109|2|3604|08134000|31|Малина сушеная
582113|2|3605|07129000|31|Маслины (оливки) сушеные
582128|2|3606|08062000|31|Сабза (сабла)
582132|2|3607|08134095|31|Фрукты сушеные,не поименованные в алфавите
582147|2|3608|08134000|31|Черемуха (плоды) сушеная
582151|2|3609|08134000|31|Черника сушеная
582166|2|3610|08132000|31|Чернослив сушеный
582170|2|3611|08133000|31|Яблоки сушеные
582185|2|3612|08134000|31|Ягоды сушеные,не поименованные в алфавите
583008|2|3613|07129000|24|Овощи,картофель и грибы сушеные
583012|2|3614|07123900|24|Грибы сушеные
583027|2|3615|07129005|24|Картофель сушеный
583031|2|3616|07129000|24|Коренья огородные и полевые сушеные
583046|2|3617|07129000|24|Овощи сушеные,не поименованные в алфавите
583050|2|3618|07129000|24|Перец в стручках сушеный
583065|2|3619|07129000|24|Тыква сушеная
584000|2|3620|20090000|40|Соки
584015|2|3621|20096100|40|Сок виноградный сгущенный (бекмес)
584024|2|3622|20096900|40|Сок виноградный,не поименованый в алфавите
584034|2|3623|20095000|40|Сок томатный
584049|2|3624|20097100|40|Сок яблочный
584068|2|3625|20098089|40|Соки овощные,не поименованные в алфавите
584072|2|3626|20098099|40|Соки,не поименованные в алфавите
584087|2|3627|20098099|40|Соки фруктовые и ягодные,не поименованные в алфавите
584091|2|3628|20096100|40|Сусло виноградное
591004|3|3629|99999900|40|Вино
591019|3|3630|22042180|40|Вина виноградные
591023|3|3631|22060000|40|Вина фруктовые и ягодные
591038|3|3632|22041099|40|Вина шампанские и игристые
591042|3|3633|22060000|40|Виноматериалы,содержащие менее 24 % спирта по объему
591057|3|3634|22060000|40|Напитки ферментированные
591061|3|3635|22089000|40|Спирт этиловый винный
592007|3|3636|22030000|40|Пиво
592011|3|3637|22060000|40|Брага алкогольная
592026|3|3638|22030000|40|Пиво всякое
592030|3|3639|22030010|40|Сусло пивное
593000|3|3640|22080000|40|Водка и изделия ликеро-водочные
593014|3|3641|22086019|40|Водка
593029|3|3642|22089000|40|Изделия водочные,не поименованные в алфавите
593033|3|3643|22089000|40|Композиция для купажа напитка "Лимонад"
593048|3|3644|22082012|40|Коньяки
593052|3|3645|22087010|40|Ликеры
593067|3|3646|22089000|40|Наливки
593071|3|3647|22089000|40|Настойки
593086|3|3648|22087010|40|Ром
593090|3|3649|22060000|40|Саке
593103|3|3650|22060000|40|Пунши
593118|3|3651|22089000|40|Напитки слабоалкогольные
594002|3|3652|99999900|37|Спирт
594017|3|3653|22072000|37|Дистиллат винный (спирт коньячный)
594021|3|3654|22089000|37|Спирт этиловый ректификованный
594036|3|3655|22089000|37|Спирт-сырец этиловый виноградный
594040|3|3656|22072000|37|Спирт денатурированный
594055|3|3657|22072000|37|Спирт этиловый абсолютированный
594074|3|3658|22072000|37|Спирт этиловый синтетический
594089|3|3659|22089091|37|Спирт неденатурированный
594093|3|3660|22072000|37|Спирт этиловый не поименованный в алфавите
595005|2|3661|22029000|40|Напитки безалкогольные и воды минеральные
595016|2|3662|22011019|40|Воды минеральные,натуральные и искусственные
595024|2|3663|22029000|40|Квас фруктовый,хлебный и ягодный в жидком виде
595039|2|3664|22029000|40|Морсы фруктовые и ягодные всякие
595043|2|3665|22021000|40|Напитки газированные фруктовые и ягодные
595058|2|3666|22029000|40|Напитки плодовоягодные,не поименованные в алфавите
595062|2|3667|22029000|40|Напитки,не поименованные в алфавите
595077|2|3668|22060000|40|Сидры
601009|3|3669|23033000|52|Барда
601013|3|3670|23033000|52|Барда жидкая
602001|3|3671|22019000|40|Вода и лед
602016|3|3672|22019000|40|Вода обыкновенная
602020|3|3673|22019000|40|Лед естественный
611000|3|3674|52010090|54|Волокно хлопковое
611015|3|3675|52030000|54|Волокно хлопковое (хлопок-волокно)
611028|3|3676|14042000|54|Линт (пух) хлопковый
611034|3|3677|52029900|54|Отходы хлопковые,кроме улюка
611049|3|3678|52029900|54|Улюк хлопковый
611053|3|3679|52029900|54|Отходы волокнистые хлопкоочистительных заводов
621002|3|3680|99999900|19|Волокна лубяные
621017|3|3681|53059000|19|Волокна лубяные,не поименованные в алфавите
621021|3|3682|53031000|19|Волокно джута (джут-волокно)
621036|3|3683|53049000|19|Волокно кенафа
621040|3|3684|53049000|19|Волокно кендыря
621055|3|3685|53049000|19|Волокно конопли
621067|3|3686|53012100|19|Волокно льна-долгунца ( льноволокно)
621074|3|3687|53059000|19|Котонин прядильный
621089|3|3688|53012900|19|Лен чесаный
621093|3|3689|53039000|19|Луб сухой
621106|3|3690|53029000|19|Луб пеньковый
621110|3|3691|53013090|19|Отходы льняные и пеньковые
621125|3|3692|53039000|19|Очесы волокон джута,кенафа,кендыря и др.,не поименованные в алфавите
621133|3|3693|53013010|19|Очесы льна
621144|3|3694|53029000|19|Очесы пеньковые
621159|3|3695|53029000|19|Пенька чесаная
621163|3|3696|53029000|19|Пеньковолокно
621178|3|3697|53029000|19|Пакля
622005|3|3698|99999900|19|Пряжа и нитки всякие,шелк-сырец
622010|3|3699|50010000|19|Коконы шелкопряда сухие
622024|3|3700|50010000|19|Куколка тутового шелкопряда
622039|3|3701|54011000|19|Нитки из синтетического шелка
622043|3|3702|53061000|19|Нитки льняные всякие
622058|3|3703|53089090|19|Нитки,не поименованные в алфавите
622062|3|3704|52041900|19|Нитки хлопчатобумажные всякие
622077|3|3705|50040010|19|Нитки шелковые
622081|3|3706|55109000|19|Пряжа всякая,не поименованная в алфавите
622096|3|3707|51072059|19|Пряжа камвольная всякая
622109|3|3708|53072000|19|Пряжа льно-джуто-кенафная
622113|3|3709|53062010|19|Пряжа льняная
622128|3|3710|53082000|19|Пряжа пеньковая
622132|3|3711|52050000|19|Пряжа хлопчатобумажная
622147|3|3712|50040000|19|Пряжа шелковая
622151|3|3713|51061000|19|Пряжа шерстяная всякая
622166|3|3714|55109000|19|Пряжа штапельная
622170|3|3715|55109000|19|Путанка и концы пряжи
622185|3|3716|50020000|19|Шелк-сырец (грежа)
623008|3|3717|99999900|26|Изделия крученые,кроме пряжи и ниток
623012|3|3718|56072100|26|Веревки всякие,не поименованные в алфавите
623027|3|3719|56079000|26|Изделия крученые,не поименованные в алфавите
623031|3|3720|56072100|26|Канатики из лубяных волокон
623046|3|3721|56074100|26|Канаты из химических волокон
623050|3|3722|56072100|26|Канаты пеньковые и хлопчатобумажные
623065|3|3723|56090000|26|Ковры веревочные
623072|3|3724|56081119|26|Сети веревочные,кроме рыболовных и спортивных
623084|3|3725|56070000|26|Такелаж веревочный
623099|3|3726|56079000|26|Тросы веревочные и канатные
623101|3|3727|56072900|26|Шнуры прочие,не поименованные в алфавите
623116|3|3728|56072900|26|Шнуры крученые
623120|3|3729|56072100|26|Шпагат всякий,кроме бумажного
623135|3|3730|59080000|26|Фитиль зажигательный тлеющий (ФЗТ)
624000|3|3731|56012100|10|Вата хлопчатобумажная
624015|3|3732|56012100|10|Вата хлопчато-бумажная всякая
624025|3|3733|56012100|10|Вата хлопковая
625003|3|3734|56012900|10|Вата льняная,щелковая и шерстяная
625018|3|3735|56012900|10|Вата льняная
625022|3|3736|56012900|10|Вата шелковая
625037|3|3737|56012900|10|Вата шерстяная
626006|3|3738|99999900|19|Войлок и изделия войлочные
626010|3|3739|56021019|19|Войлок,не поименованный в алфавите
626025|3|3740|56021019|19|Войлок строительный
626030|3|3741|56021019|19|Войлок технический,грубошерстный,полугрубошерстный,тонкошерстный
626044|3|3742|63079091|19|Детали войлочные всякие
626059|3|3743|63079091|19|Изделия войлочные,кроме обуви
626063|3|3744|57049000|19|Ковры войлочные
626078|3|3745|63079091|19|Стельки войлочные
631004|3|3746|99999900|25|Ткани
631019|3|3747|59069990|25|Бельтинг (ткань прорезиненная)
631023|3|3748|63061100|25|Брезент
631038|3|3749|43040000|25|Каракуль искусственный
631042|3|3750|59070010|25|Клеенка всякая
631057|3|3751|59011000|25|Ледерин
631061|3|3752|99999900|25|Лоскут тканевый мерный
631076|3|3753|43040000|25|Мех искусственный
631080|3|3754|63061100|25|Парусина брезентовая
631095|3|3755|60069000|25|Полотно льняное,пеньковое,трикотажное и хлопчатобумажное
631108|3|3756|51119000|25|Сукно шерстяное всякое
631112|3|3757|59039099|25|Ткани брезентовые,мешочные,упаковочные,фильтропрессные
631127|3|3758|99999900|25|Ткани бязевые,джутовые,кордные,льняные,льнопеньковые,пеньковые,пенькоджутовые,полу-шерстяные,хлопчатобумажные,шелковые,шерстяные
631131|3|3759|55159100|25|Ткани из искусственного и синтетического волокна
631146|3|3760|53092900|25|Ткани льняные мешочные
631150|3|3761|59069990|25|Ткани прорезиненные,не поименованные в алфавите
631165|3|3762|59119090|25|Ткань техническая,не поименованная в алфавите
631172|3|3763|52082100|25|Ткани хлопчатобумажные марлевой группы
631184|3|3764|56031490|25|Материалы нетканые
632007|3|3765|99999900|18|Прочие изделия швейной и текстильной промышленности
632011|3|3766|56039490|18|Ватины всякие
632026|3|3767|57029900|18|Дорожки пеньковые и хлопчатобумажные
632030|3|3768|59070090|18|Изделия из клеенки,кроме одежды
632045|3|3769|63101090|18|Концы буксоподбивочные
632059|3|3770|59069990|18|Лента изоляционная прорезиненная
632064|3|3771|59010000|18|Лента киперная
632079|3|3772|63071090|18|Материал обтирочный
632083|3|3773|63064900|18|Матрацы,кроме перовых
632098|3|3774|63053900|18|Мешки тканевые,в том числе возвратные
632100|3|3775|63101000|18|Набивки мебельные
632115|3|3776|63109000|18|Обрезки и обрывки тканей всяких
632125|3|3777|63019090|18|Одеяла ватные,перовые,пуховые и др.
632134|3|3778|63109000|18|Остатки прядильного производства,кроме промасленных
632149|3|3779|50039000|18|Очесы шелковые всякие шелка-сырца
632153|3|3780|63062900|18|Палатки
632168|3|3781|94042990|18|Перины и матрацы
632172|3|3782|94049010|18|Подушки ватные,волосяные,перовые,пуховые
632187|3|3783|63061900|18|Пояса брезентовые
632191|3|3784|59069990|18|Прокладки резинотканевые
632204|3|3785|84484200|18|Ремизы нитяные
632219|3|3786|59100000|18|Ремни тканевые,включая прорезиненные
632223|3|3787|59090010|18|Рукава тканевые
632238|3|3788|59069900|18|Салфетки прорезиненные
632242|3|3789|63053290|18|Тара тканевая возвратная,кроме мешков
632257|3|3790|59090010|18|Рукава брезентовые
632261|3|3791|63109000|18|Угары текстильные
632276|3|3792|59114000|18|Фильтры хлопчатобумажные
632280|3|3793|63079099|18|Чехлы тканевые всякие
632295|3|3794|63109000|18|Кноп (шерстяная,суконная и хлопчато-бумажная стрижка)
633001|3|3795|99999900|12|Изделия трикотажные
633014|3|3796|61169900|12|Варежки-перчатки
633029|3|3797|61109090|12|Джемперы,жакеты,жилеты,пуловеры,свитеры трикотажные
633033|3|3798|61149000|12|Изделия бельевые трикотажные
633048|3|3799|61171000|12|Изделия платочно-шарфовые
633052|3|3800|61121100|12|Изделия спортивные трикотажные
633067|3|3801|61149000|12|Изделия трикотажные (трикотаж),не поименованные в алфавите
633071|3|3802|61119000|12|Изделия трикотажные для детей дошкольного и школь-ного возраста
633086|3|3803|61159900|12|Изделия чулочно-носочные
633090|3|3804|61120000|12|Костюмы трикотажные всякие
633103|3|3805|61069090|12|Кофты трикотажные
633118|3|3806|61044900|12|Платья трикотажные всякие
633122|3|3807|61046910|12|Рейтузы
634002|3|3808|99999900|12|Изделия швейные
634017|3|3809|42031000|12|Бахилы (брюки,чулки) кожаные,одежда для рыбных и других промыслов
634021|3|3810|63023100|12|Белье постельное
634036|3|3811|63023100|12|Белье,не поименованное в алфавите
634040|3|3812|62034100|12|Брюки
634055|3|3813|65069200|12|Головные уборы меховые
634064|3|3814|43039000|12|Горжеты,воротники,пелерины меховые
634074|3|3815|63072000|12|Жилеты прорезиненные и резиновые
634089|3|3816|63079099|12|Изделия швейные,не поименованные в алфавите
634093|3|3817|62033990|12|Кители,мундиры
634106|3|3818|62034259|12|Комбинезоны
634110|3|3819|62031900|12|Костюмы,кроме трикотажных
634125|3|3820|62019900|12|Куртки ватные рабочие
634130|3|3821|94043000|12|Мешки спальные
634144|3|3822|43039000|12|Муфты меховые
634159|3|3823|63079099|12|Одежда всякая в готовом и раскроенном виде,не поименованная в алфавите
634163|3|3824|62021900|12|Пальто,кроме меховых
634178|3|3825|43031000|12|Пальто меховые
634182|3|3826|62033990|12|Пиджаки,куртки
634197|3|3827|62139000|12|Платки носовые
634207|3|3828|62149090|12|Платки полушерстяные,суконные,хлопчатобумажные,шелковые и шерстяные
634214|3|3829|62044990|12|Платья готовые всякие,кроме трикотажных
634229|3|3830|62011900|12|Плащи (включая накидки)
634233|3|3831|63019090|12|Пледы
634248|3|3832|63025900|12|Полотенца всякие
634252|3|3833|43031000|12|Полупальто меховые
634267|3|3834|43031000|12|Полушубки
634271|3|3835|62160000|12|Рукавицы
634286|3|3836|63025100|12|Салфетки столовые
634290|3|3837|63025100|12|Скатерти столовые
634303|3|3838|62059090|12|Сорочки верхние
634318|3|3839|43031000|12|Тулупы
634322|3|3840|65069900|12|Уборы головные,не поименованные в алфавите
634337|3|3841|65061080|12|Уборы головные специального назначения (шлемы,каски и др.)
634341|3|3842|65069900|12|Фуражки и кепки
634356|3|3843|63079099|12|Фуфайки
634360|3|3844|62149090|12|Шали и шарфы швейные- хлопчатобумажные,шелковые и шерстяные
634375|3|3845|65069900|12|Шапки
634383|3|3846|62011900|12|Шинели,бушлаты форменные
635005|3|3847|57010000|14|Ковры и изделия ковровые
635017|3|3848|57024100|14|Ворсолин (дорожка ковровая)
635024|3|3849|57030000|14|Изделия ковровые: хлопчатобумажные,шерстяные,полушерстяные,шелковые и др.,не поименованные в алфавите
635039|3|3850|57050000|14|Ковры,не поименованные в алфавите
635043|3|3851|57019000|14|Ковры шелковые,шерстяные и хлопчато-бумажные
641006|3|3852|99999900|18|Галантерея и изделия ювелирные
641010|3|3853|94059900|18|Абажуры,кроме стеклянных
641025|3|3854|85101000|18|Бритвы,в том числе электрические
641035|3|3855|44211000|18|Вешалки-плечики
641044|3|3856|42029900|18|Галантерея текстильная,не поименованная в алфавите
641059|3|3857|42029900|18|Галантерея,кроме текстильной,не поименованная в алфавите
641063|3|3858|63039990|18|Занавеси всякие
641078|3|3859|66019990|18|Зонты и зонтики
641082|3|3860|70189090|18|Изделия бисерные
641097|3|3861|83062910|18|Изделия бронзовые галантерейные
641101|3|3862|42023900|18|Изделия галантерейные из всяких материалов
641114|3|3863|70189090|18|Изделия из стекляруса
641129|3|3864|96020000|18|Изделия из янтаря
641133|3|3865|39264000|18|Изделия карболитовые галантерейные
641148|3|3866|96019090|18|Изделия костяные,роговые
641152|3|3867|95059000|18|Изделия мишурные
641167|3|3868|96019090|18|Изделия перламутровые и ракушечные
641171|3|3869|56060099|18|Изделия позументные
641186|3|3870|71131100|18|Изделия серебряные,не поименованные в алфавите
641190|3|3871|63039990|18|Изделия гардинно-тюлевые
641203|3|3872|70200010|18|Изделия хрустальные галантерейные
641218|3|3873|58109990|18|Изделия художественной ручной вышивки
641222|3|3874|44200000|18|Изделия художественных промыслов (ложки,доски и др.),не поименованные в алфавите
641237|3|3875|96019090|18|Изделия черепаховые
641241|3|3876|71159090|18|Изделия ювелирной промышленности,не поименованные в алфавите
641256|3|3877|71162090|18|Камни искусственные ювелирные
641260|3|3878|96019090|18|Кость поделочная моржовая и слоновая
641275|3|3879|82122000|18|Лезвия для безопасных бритв
641288|3|3880|85102000|18|Машинки парикмахерские для стрижки волос
641294|3|3881|39269099|18|Мыльницы
641307|3|3882|96050000|18|Несессеры
641311|3|3883|62160000|18|Перчатки,кроме трикотажных и резиновых
641326|3|3884|58041090|18|Полотно гардинное
641330|3|3885|42021900|18|Портфели,ранцы
641345|3|3886|42021100|18|Саквояжи
641354|3|3887|69139099|18|Статуэтки гипсовые,фарфоровые и др.
641364|3|3888|42029900|18|Сумки
641379|3|3889|96170011|18|Термосы
641383|3|3890|66020000|18|Трости
641398|3|3891|96142000|18|Трубки курительные
641400|3|3892|58041090|18|Полотно тюлевое
641415|3|3893|67029000|18|Цветы искусственные
641420|3|3894|42021100|18|Чемоданы
641434|3|3895|96039099|18|Щетки бытовые (головные,зубные и т.д.)
651008|3|3896|99999900|39|Меха,кожи и шкуры выделанные
651012|3|3897|41141000|39|Замша,кроме искусственной
651027|3|3898|43021300|39|Каракуль выделанный
651031|3|3899|41079190|39|Кожа подошвенная,кроме искусственной
651046|3|3900|41070000|39|Кожи юфтевые (юфть)
651050|3|3901|41070000|39|Кожи выделанные,не поименованные в алфавите
651065|3|3902|43039000|39|Меха и изделия меховые,не поименованные в алфавите
651074|3|3903|43021300|39|Мерлушки выделанные
