[Code]|[ControlNumber]|[Name]|[OKPID]
03 2597|9|- согинский марки Б - бурый|479
03 2598|4|- нерюнгринский марки К - коксовый|480
03 2600|3|Уголь Дальнего Востока (без угля Приморья), Арктики|481
03 2610|8|Уголь райчихинский /|482
03 2611|3|- марки Б - бурый|483
03 2620|2|Уголь ургальский /|484
03 2621|8|- марки Г - газовый|485
03 2630|7|Уголь сахалинский /|486
03 2631|2|- марки Ж - жирный|487
03 2632|8|- марки Г - газовый|488
03 2633|3|- марки Д - длиннопламенный|489
03 2634|9|- марки Б - бурый|490
03 2640|1|Уголь / магаданский|491
03 2641|7|- беринговский марки Г - газовый|492
03 2642|2|- аркагалинский марки Д - длиннопламенный|493
03 2643|8|- тал - юряхский марки Д - длиннопламенный|494
03 2644|3|- омсукчанский марки А - антрацит|495
03 2645|9|- анадырский марки Б - бурый|496
03 2650|6|Уголь арктический (шпицбергенский) /|497
03 2651|1|- марки Г - газовый|498
03 2660|0|Уголь норильский /|499
03 2661|6|- марки СС - слабоспекающийся|500
03 2670|5|Уголь огоджинский /|501
03 2671|0|- марки Г - газовый|502
03 2680|4|Уголь камчатский /|503
03 2681|5|- марки Б - бурый|504
03 2690|4|Уголь бурятский /|505
03 2691|8|- марки Б - бурый|506
03 2700|7|Уголь Приморья|507
03 2710|1|Уголь партизанский /|508
03 2711|7|- марки Ж - жирный|509
03 2712|2|- марки Г - газовый|510
03 2713|8|- марки Т - тощий|511
03 2720|6|Уголь / подгородненский и липовецкий|512
03 2721|1|- подгородненский марки Т - тощий|513
03 2722|7|- липовецкий марки Д - длиннопламенный|514
03 2730|0|Уголь / артемовский, бикинский, майхинский, реттиховский, смоляниновский, тавричанский, хасанский, чихезский, бурый|515
